"codigo";"nome";"codigo_comissao";"dataInicio_comissao";"dataFim_comissao"
"5150";"Antonio Carlos Rodrigues";"1690";"2013-07-03";"2015-08-07"
"5150";"Antonio Carlos Rodrigues";"1811";"2014-05-19";"2014-06-08"
"5150";"Antonio Carlos Rodrigues";"1662";"2013-03-20";"2014-11-17"
"5150";"Antonio Carlos Rodrigues";"1836";"2014-07-30";"2014-08-18"
"5150";"Antonio Carlos Rodrigues";"1732";"2013-10-21";"2013-11-09"
"5150";"Antonio Carlos Rodrigues";"1842";"2014-09-03";"2014-09-22"
"5150";"Antonio Carlos Rodrigues";"1720";"2013-09-13";"2013-10-02"
"5150";"Antonio Carlos Rodrigues";"1770";"2014-02-05";"2014-02-24"
"5150";"Antonio Carlos Rodrigues";"1824";"2014-07-02";"2014-07-21"
"5150";"Antonio Carlos Rodrigues";"1747";"2013-11-27";"2013-12-16"
"5150";"Antonio Carlos Rodrigues";"1561";"2013-04-16";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"59";"2013-03-20";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"34";"2013-03-19";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"1702";"2014-05-30";"2014-11-12"
"5150";"Antonio Carlos Rodrigues";"1801";"2014-05-27";"2014-11-17"
"5150";"Antonio Carlos Rodrigues";"1669";"2014-05-20";"2014-11-12"
"5150";"Antonio Carlos Rodrigues";"1804";"2014-05-13";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"1664";"2014-03-25";"2014-11-12"
"5150";"Antonio Carlos Rodrigues";"1752";"2013-12-11";"2014-02-02"
"5150";"Antonio Carlos Rodrigues";"1421";"2013-10-29";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"1682";"2013-08-20";"2014-04-16"
"5150";"Antonio Carlos Rodrigues";"1813";"2014-07-16";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"1589";"2012-12-12";"2012-12-17"
"5150";"Antonio Carlos Rodrigues";"47";"2013-11-25";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"38";"2013-03-19";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"1589";"2012-12-17";"2012-12-19"
"5150";"Antonio Carlos Rodrigues";"448";"2013-02-21";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"1604";"2012-10-30";"2014-04-05"
"5150";"Antonio Carlos Rodrigues";"1307";"2012-10-30";"2013-03-20"
"5150";"Antonio Carlos Rodrigues";"1363";"2013-03-20";"2014-11-13"
"5150";"Antonio Carlos Rodrigues";"445";"2013-03-06";"2013-03-06"
"5150";"Antonio Carlos Rodrigues";"445";"2013-03-06";"2014-11-13"
"3";"Antonio Carlos Valadares";"38";"1999-06-01";"2001-03-20"
"3";"Antonio Carlos Valadares";"1950";"2015-08-04";"2015-08-11"
"3";"Antonio Carlos Valadares";"1304";"2004-12-06";"2005-04-28"
"3";"Antonio Carlos Valadares";"1932";"2015-06-17";"2015-10-06"
"3";"Antonio Carlos Valadares";"1547";"2011-02-10";"2011-12-22"
"3";"Antonio Carlos Valadares";"1812";"2014-05-21";"2014-06-10"
"3";"Antonio Carlos Valadares";"1423";"2008-03-13";"2010-12-22"
"3";"Antonio Carlos Valadares";"2044";"2015-03-31";
"3";"Antonio Carlos Valadares";"2040";"2016-06-16";"2017-08-02"
"3";"Antonio Carlos Valadares";"1230";"2004-05-20";"2004-06-09"
"3";"Antonio Carlos Valadares";"2042";"2014-08-06";
"3";"Antonio Carlos Valadares";"2049";"2015-03-31";
"3";"Antonio Carlos Valadares";"1941";"2015-08-04";"2015-08-03"
"3";"Antonio Carlos Valadares";"34";"2018-04-25";
"3";"Antonio Carlos Valadares";"34";"2017-09-28";"2018-02-07"
"3";"Antonio Carlos Valadares";"47";"2017-09-27";"2017-12-05"
"3";"Antonio Carlos Valadares";"2093";"2017-09-27";"2017-12-14"
"3";"Antonio Carlos Valadares";"445";"2017-09-27";
"3";"Antonio Carlos Valadares";"1306";"2018-06-19";
"3";"Antonio Carlos Valadares";"1306";"2017-09-27";"2017-12-05"
"3";"Antonio Carlos Valadares";"59";"2017-09-27";
"3";"Antonio Carlos Valadares";"1669";"2017-06-29";"2018-02-28"
"3";"Antonio Carlos Valadares";"445";"2017-05-30";"2017-09-27"
"3";"Antonio Carlos Valadares";"1908";"2017-03-13";"2017-03-28"
"3";"Antonio Carlos Valadares";"1916";"2015-04-08";
"3";"Antonio Carlos Valadares";"59";"2017-03-09";"2017-09-27"
"3";"Antonio Carlos Valadares";"1306";"2017-09-19";"2017-09-27"
"3";"Antonio Carlos Valadares";"1306";"2017-03-09";"2017-09-12"
"3";"Antonio Carlos Valadares";"47";"2017-09-12";"2017-09-27"
"3";"Antonio Carlos Valadares";"1664";"2017-03-29";"2017-11-22"
"3";"Antonio Carlos Valadares";"2093";"2017-04-19";"2017-09-27"
"3";"Antonio Carlos Valadares";"2091";"2017-03-15";
"3";"Antonio Carlos Valadares";"2061";"2016-11-03";"2017-02-10"
"3";"Antonio Carlos Valadares";"1941";"2015-07-14";"2015-08-03"
"3";"Antonio Carlos Valadares";"1951";"2015-09-01";"2016-06-30"
"3";"Antonio Carlos Valadares";"1950";"2015-08-12";"2015-09-28"
"3";"Antonio Carlos Valadares";"47";"2015-02-25";"2017-02-10"
"3";"Antonio Carlos Valadares";"34";"2015-02-25";"2017-02-08"
"3";"Antonio Carlos Valadares";"34";"2017-02-08";"2017-09-28"
"3";"Antonio Carlos Valadares";"38";"2016-04-06";"2017-02-10"
"3";"Antonio Carlos Valadares";"38";"2015-02-25";"2016-02-17"
"3";"Antonio Carlos Valadares";"1607";"2013-05-08";"2015-01-31"
"3";"Antonio Carlos Valadares";"1656";"2013-03-15";"2013-05-06"
"3";"Antonio Carlos Valadares";"1806";"2014-04-30";"2014-12-22"
"3";"Antonio Carlos Valadares";"1307";"2016-08-03";"2017-02-10"
"3";"Antonio Carlos Valadares";"1760";"2014-03-11";"2015-01-31"
"3";"Antonio Carlos Valadares";"1813";"2014-07-16";"2014-12-04"
"3";"Antonio Carlos Valadares";"1607";"2011-06-07";"2013-05-07"
"3";"Antonio Carlos Valadares";"1621";"2012-09-25";"2014-12-22"
"3";"Antonio Carlos Valadares";"1587";"2012-04-17";"2013-12-20"
"3";"Antonio Carlos Valadares";"1583";"2012-04-11";"2014-12-22"
"3";"Antonio Carlos Valadares";"1611";"2012-03-20";"2013-03-26"
"3";"Antonio Carlos Valadares";"1604";"2012-08-15";"2014-04-05"
"3";"Antonio Carlos Valadares";"768";"2017-02-02";
"3";"Antonio Carlos Valadares";"1603";"2012-07-17";"2012-08-14"
"3";"Antonio Carlos Valadares";"1601";"2012-06-27";"2013-09-19"
"3";"Antonio Carlos Valadares";"1307";"2011-11-16";"2015-01-30"
"3";"Antonio Carlos Valadares";"34";"2011-11-16";"2015-01-30"
"3";"Antonio Carlos Valadares";"1363";"2011-11-16";"2011-12-08"
"3";"Antonio Carlos Valadares";"47";"2011-11-16";"2015-01-30"
"3";"Antonio Carlos Valadares";"38";"2011-11-16";"2015-01-30"
"3";"Antonio Carlos Valadares";"38";"2013-03-14";"2014-11-13"
"3";"Antonio Carlos Valadares";"38";"2013-02-27";"2013-03-14"
"3";"Antonio Carlos Valadares";"59";"2011-11-16";"2011-12-08"
"3";"Antonio Carlos Valadares";"54";"2011-11-16";"2013-02-27"
"3";"Antonio Carlos Valadares";"834";"2013-10-25";"2015-01-30"
"3";"Antonio Carlos Valadares";"50";"2011-11-16";"2013-03-04"
"3";"Antonio Carlos Valadares";"1450";"2011-03-22";"2015-01-31"
"3";"Antonio Carlos Valadares";"1565";"2011-05-05";"2012-06-26"
"3";"Antonio Carlos Valadares";"445";"2013-03-06";"2015-01-31"
"3";"Antonio Carlos Valadares";"445";"2011-04-26";"2013-03-06"
"3";"Antonio Carlos Valadares";"1561";"2013-04-16";"2015-01-30"
"3";"Antonio Carlos Valadares";"1423";"2011-03-23";"2014-12-22"
"3";"Antonio Carlos Valadares";"1468";"2011-03-15";"2013-03-19"
"3";"Antonio Carlos Valadares";"1523";"2012-04-26";"2013-03-19"
"3";"Antonio Carlos Valadares";"54";"2011-02-22";"2011-11-15"
"3";"Antonio Carlos Valadares";"59";"2011-02-22";"2011-11-15"
"3";"Antonio Carlos Valadares";"1306";"2013-02-27";"2015-01-30"
"3";"Antonio Carlos Valadares";"1307";"2011-02-22";"2011-11-15"
"3";"Antonio Carlos Valadares";"1363";"2011-09-27";"2011-11-15"
"3";"Antonio Carlos Valadares";"47";"2011-04-13";"2011-11-15"
"3";"Antonio Carlos Valadares";"50";"2011-02-22";"2011-11-15"
"3";"Antonio Carlos Valadares";"834";"2013-10-18";"2013-10-25"
"3";"Antonio Carlos Valadares";"38";"2011-02-22";"2011-11-15"
"3";"Antonio Carlos Valadares";"34";"2011-02-08";"2011-11-15"
"3";"Antonio Carlos Valadares";"1540";"2010-11-30";"2011-01-31"
"3";"Antonio Carlos Valadares";"1539";"2010-08-03";"2010-12-22"
"3";"Antonio Carlos Valadares";"1536";"2010-05-12";"2010-12-22"
"3";"Antonio Carlos Valadares";"1530";"2010-03-23";"2011-01-31"
"3";"Antonio Carlos Valadares";"1529";"2010-02-10";"2010-12-22"
"3";"Antonio Carlos Valadares";"914";"2009-11-17";"2010-12-22"
"3";"Antonio Carlos Valadares";"1464";"2009-06-04";"2009-12-22"
"3";"Antonio Carlos Valadares";"445";"2009-07-14";"2009-08-03"
"3";"Antonio Carlos Valadares";"1449";"2009-04-02";"2010-12-22"
"3";"Antonio Carlos Valadares";"448";"2008-04-17";"2011-01-31"
"3";"Antonio Carlos Valadares";"1424";"2008-03-06";"2008-03-24"
"3";"Antonio Carlos Valadares";"54";"2008-02-14";"2009-02-16"
"3";"Antonio Carlos Valadares";"1382";"2008-02-28";"2008-03-05"
"3";"Antonio Carlos Valadares";"1313";"2007-04-09";"2010-12-22"
"3";"Antonio Carlos Valadares";"1399";"2007-03-01";"2009-02-17"
"3";"Antonio Carlos Valadares";"1357";"2007-10-15";"2009-02-17"
"3";"Antonio Carlos Valadares";"1324";"2008-04-03";"2009-02-17"
"3";"Antonio Carlos Valadares";"1363";"2009-03-10";"2010-12-22"
"3";"Antonio Carlos Valadares";"1363";"2009-03-04";"2009-03-10"
"3";"Antonio Carlos Valadares";"1307";"2009-12-08";"2010-12-22"
"3";"Antonio Carlos Valadares";"1307";"2007-02-06";"2008-04-02"
"3";"Antonio Carlos Valadares";"1307";"2008-04-02";"2009-02-16"
"3";"Antonio Carlos Valadares";"1306";"2007-02-06";"2009-02-16"
"3";"Antonio Carlos Valadares";"1306";"2009-02-16";"2010-12-22"
"3";"Antonio Carlos Valadares";"59";"2009-02-16";"2010-12-22"
"3";"Antonio Carlos Valadares";"54";"2009-02-16";"2009-03-10"
"3";"Antonio Carlos Valadares";"54";"2007-02-06";"2008-02-14"
"3";"Antonio Carlos Valadares";"54";"2009-03-10";"2010-12-22"
"3";"Antonio Carlos Valadares";"47";"2009-10-14";"2010-12-22"
"3";"Antonio Carlos Valadares";"47";"2007-02-06";"2009-02-16"
"3";"Antonio Carlos Valadares";"34";"2007-02-06";"2008-02-20"
"3";"Antonio Carlos Valadares";"34";"2008-02-20";"2009-02-16"
"3";"Antonio Carlos Valadares";"34";"2009-02-16";"2010-12-22"
"3";"Antonio Carlos Valadares";"40";"2007-02-06";"2009-02-16"
"3";"Antonio Carlos Valadares";"40";"2010-06-01";"2010-12-22"
"3";"Antonio Carlos Valadares";"38";"2007-02-06";"2008-06-23"
"3";"Antonio Carlos Valadares";"38";"2008-06-23";"2009-02-16"
"3";"Antonio Carlos Valadares";"38";"2009-02-16";"2010-12-22"
"3";"Antonio Carlos Valadares";"1352";"2003-07-16";"2003-12-15"
"3";"Antonio Carlos Valadares";"1333";"2005-03-01";"2005-07-05"
"3";"Antonio Carlos Valadares";"1331";"2004-12-31";"2005-12-15"
"3";"Antonio Carlos Valadares";"1328";"2005-06-08";"2005-08-05"
"3";"Antonio Carlos Valadares";"1220";"2005-11-18";"2007-01-31"
"3";"Antonio Carlos Valadares";"40";"2005-03-07";"2007-01-31"
"3";"Antonio Carlos Valadares";"1307";"2005-02-23";"2005-05-12"
"3";"Antonio Carlos Valadares";"50";"2005-03-02";"2007-01-31"
"3";"Antonio Carlos Valadares";"54";"2006-12-05";"2007-01-31"
"3";"Antonio Carlos Valadares";"834";"2005-02-18";"2007-01-31"
"3";"Antonio Carlos Valadares";"47";"2005-02-18";"2007-01-31"
"3";"Antonio Carlos Valadares";"34";"2005-02-18";"2005-02-22"
"3";"Antonio Carlos Valadares";"34";"2005-02-23";"2007-01-31"
"3";"Antonio Carlos Valadares";"40";"2005-02-18";"2005-03-04"
"3";"Antonio Carlos Valadares";"38";"2005-02-18";"2007-01-31"
"3";"Antonio Carlos Valadares";"1272";"2004-07-12";"2005-02-17"
"3";"Antonio Carlos Valadares";"1260";"2005-07-06";"2005-09-20"
"3";"Antonio Carlos Valadares";"1260";"2005-06-23";"2005-07-06"
"3";"Antonio Carlos Valadares";"88";"2004-03-23";"2005-04-24"
"3";"Antonio Carlos Valadares";"1034";"2003-08-14";"2005-02-17"
"3";"Antonio Carlos Valadares";"994";"2003-06-18";"2003-07-15"
"3";"Antonio Carlos Valadares";"895";"2003-04-08";"2005-02-17"
"3";"Antonio Carlos Valadares";"34";"2003-10-09";"2005-02-17"
"3";"Antonio Carlos Valadares";"34";"2003-02-19";"2003-09-30"
"3";"Antonio Carlos Valadares";"50";"2003-02-19";"2005-02-17"
"3";"Antonio Carlos Valadares";"59";"2003-06-25";"2004-03-15"
"3";"Antonio Carlos Valadares";"59";"2004-03-16";"2005-02-17"
"3";"Antonio Carlos Valadares";"40";"2003-02-19";"2005-02-17"
"3";"Antonio Carlos Valadares";"38";"2003-02-19";"2005-02-17"
"3";"Antonio Carlos Valadares";"647";"1996-11-26";"1997-08-26"
"3";"Antonio Carlos Valadares";"628";"1995-06-23";"1995-11-16"
"3";"Antonio Carlos Valadares";"288";"1999-09-08";"1999-11-24"
"3";"Antonio Carlos Valadares";"288";"1999-08-04";"1999-09-07"
"3";"Antonio Carlos Valadares";"591";"1995-10-25";"1997-05-14"
"3";"Antonio Carlos Valadares";"591";"1995-03-23";"1995-10-24"
"3";"Antonio Carlos Valadares";"527";"1995-11-07";"1997-05-14"
"3";"Antonio Carlos Valadares";"549";"2001-09-13";"2002-12-16"
"3";"Antonio Carlos Valadares";"527";"1995-04-18";"1995-11-06"
"3";"Antonio Carlos Valadares";"405";"1998-08-12";"1998-12-15"
"3";"Antonio Carlos Valadares";"286";"1999-09-22";"2010-12-22"
"3";"Antonio Carlos Valadares";"59";"1999-03-10";"2001-03-20"
"3";"Antonio Carlos Valadares";"47";"1999-03-10";"2001-03-21"
"3";"Antonio Carlos Valadares";"34";"1999-03-10";"2001-03-20"
"4516";"Antonio João";"1306";"2006-05-09";"2006-08-30"
"4516";"Antonio João";"1358";"2006-06-21";"2007-01-31"
"4516";"Antonio João";"1260";"2006-05-24";"2006-08-30"
"4516";"Antonio João";"40";"2006-05-09";"2006-08-30"
"4516";"Antonio João";"1307";"2006-05-09";"2006-08-30"
"4516";"Antonio João";"59";"2006-05-09";"2006-08-30"
"4516";"Antonio João";"47";"2006-05-09";"2006-08-30"
"4516";"Antonio João";"34";"2006-05-09";"2006-08-30"
"4516";"Antonio João";"38";"2006-05-09";"2006-08-30"
"4891";"Antonio Russo";"1307";"2011-06-29";"2011-11-15"
"4891";"Antonio Russo";"47";"2012-04-03";"2013-03-19"
"4891";"Antonio Russo";"40";"2012-04-03";"2013-03-19"
"4891";"Antonio Russo";"1611";"2012-03-20";"2013-03-26"
"4891";"Antonio Russo";"38";"2012-04-03";"2013-03-19"
"4891";"Antonio Russo";"47";"2012-03-21";"2012-04-02"
"4891";"Antonio Russo";"40";"2012-03-21";"2012-04-02"
"4891";"Antonio Russo";"38";"2012-03-21";"2012-04-02"
"4891";"Antonio Russo";"1307";"2011-11-23";"2014-02-11"
"715";"Armando Monteiro";"1530";"2013-03-11";"2014-07-28"
"715";"Armando Monteiro";"2131";"2017-08-23";
"715";"Armando Monteiro";"2151";"2018-02-26";"2018-03-14"
"715";"Armando Monteiro";"2040";"2016-06-16";
"715";"Armando Monteiro";"2162";"2018-05-08";
"715";"Armando Monteiro";"2175";"2018-04-18";
"715";"Armando Monteiro";"2063";"2016-06-16";
"715";"Armando Monteiro";"1724";"2014-11-17";"2014-12-22"
"715";"Armando Monteiro";"1724";"2013-09-19";"2014-07-24"
"715";"Armando Monteiro";"2045";"2013-07-09";
"715";"Armando Monteiro";"2050";"2017-08-09";
"715";"Armando Monteiro";"1677";"2013-05-29";"2013-12-23"
"715";"Armando Monteiro";"2072";"2016-12-08";"2017-12-22"
"715";"Armando Monteiro";"2109";"2017-09-12";"2018-03-22"
"715";"Armando Monteiro";"47";"2018-02-08";
"715";"Armando Monteiro";"59";"2017-03-09";"2017-12-07"
"715";"Armando Monteiro";"59";"2018-05-07";"2018-07-03"
"715";"Armando Monteiro";"40";"2017-03-09";
"715";"Armando Monteiro";"54";"2017-03-09";
"715";"Armando Monteiro";"1956";"2017-04-10";
"715";"Armando Monteiro";"50";"2017-03-09";"2017-04-10"
"715";"Armando Monteiro";"1306";"2017-03-09";
"715";"Armando Monteiro";"2147";"2017-11-28";
"715";"Armando Monteiro";"1664";"2017-03-29";"2017-03-29"
"715";"Armando Monteiro";"1908";"2017-03-13";"2017-03-21"
"715";"Armando Monteiro";"38";"2017-03-09";
"715";"Armando Monteiro";"1774";"2017-02-21";"2017-04-10"
"715";"Armando Monteiro";"2091";"2017-03-07";
"715";"Armando Monteiro";"2034";"2016-06-30";"2016-12-22"
"715";"Armando Monteiro";"1951";"2016-05-10";"2016-06-30"
"715";"Armando Monteiro";"54";"2016-05-27";"2017-02-10"
"715";"Armando Monteiro";"59";"2016-05-10";"2017-02-10"
"715";"Armando Monteiro";"40";"2016-05-10";"2017-02-10"
"715";"Armando Monteiro";"34";"2016-05-10";"2017-02-08"
"715";"Armando Monteiro";"34";"2017-02-08";
"715";"Armando Monteiro";"38";"2016-05-10";"2017-02-10"
"715";"Armando Monteiro";"1563";"2013-04-16";"2015-01-30"
"715";"Armando Monteiro";"1561";"2013-04-16";"2015-01-30"
"715";"Armando Monteiro";"50";"2014-11-17";"2015-01-30"
"715";"Armando Monteiro";"50";"2013-04-08";"2014-07-24"
"715";"Armando Monteiro";"1306";"2016-05-10";"2017-02-10"
"715";"Armando Monteiro";"47";"2014-11-17";"2015-01-30"
"715";"Armando Monteiro";"47";"2012-04-03";"2013-03-19"
"715";"Armando Monteiro";"47";"2013-03-19";"2014-07-24"
"715";"Armando Monteiro";"914";"2012-04-03";"2015-01-30"
"715";"Armando Monteiro";"54";"2014-11-17";"2015-01-30"
"715";"Armando Monteiro";"54";"2013-08-06";"2014-07-24"
"715";"Armando Monteiro";"34";"2014-11-17";"2015-01-30"
"715";"Armando Monteiro";"34";"2012-04-03";"2013-03-19"
"715";"Armando Monteiro";"34";"2013-03-19";"2014-07-24"
"715";"Armando Monteiro";"40";"2014-11-17";"2015-01-30"
"715";"Armando Monteiro";"40";"2012-04-03";"2014-07-24"
"715";"Armando Monteiro";"1306";"2012-04-03";"2013-03-20"
"715";"Armando Monteiro";"1306";"2014-11-17";"2015-01-30"
"715";"Armando Monteiro";"1306";"2013-03-20";"2014-07-24"
"715";"Armando Monteiro";"1611";"2012-03-20";"2013-03-26"
"715";"Armando Monteiro";"1603";"2012-07-17";"2013-12-23"
"715";"Armando Monteiro";"38";"2014-11-17";"2015-01-30"
"715";"Armando Monteiro";"38";"2012-04-03";"2014-07-24"
"715";"Armando Monteiro";"59";"2013-03-20";"2013-08-06"
"715";"Armando Monteiro";"59";"2012-04-03";"2013-03-20"
"715";"Armando Monteiro";"1580";"2011-12-14";"2013-07-04"
"715";"Armando Monteiro";"914";"2011-10-19";"2012-04-02"
"715";"Armando Monteiro";"1562";"2011-05-25";"2013-03-12"
"715";"Armando Monteiro";"1561";"2011-04-05";"2013-04-16"
"715";"Armando Monteiro";"1553";"2011-04-06";"2011-12-16"
"715";"Armando Monteiro";"59";"2011-02-17";"2012-04-02"
"715";"Armando Monteiro";"1306";"2011-02-17";"2012-04-02"
"715";"Armando Monteiro";"38";"2011-02-17";"2012-04-02"
"715";"Armando Monteiro";"47";"2011-02-17";"2012-04-02"
"715";"Armando Monteiro";"40";"2011-02-17";"2012-04-02"
"715";"Armando Monteiro";"34";"2011-02-08";"2012-04-02"
"715";"Armando Monteiro";"1530";"2014-11-17";"2015-01-06"
"715";"Armando Monteiro";"1530";"2011-03-23";"2013-03-06"
"551";"Arthur Virgílio";"38";"2003-02-19";"2005-02-17"
"551";"Arthur Virgílio";"1317";"2005-05-31";"2006-03-09"
"551";"Arthur Virgílio";"1377";"2007-05-07";"2007-06-08"
"551";"Arthur Virgílio";"1377";"2007-06-08";"2008-06-18"
"551";"Arthur Virgílio";"1465";"2009-06-04";"2010-12-22"
"551";"Arthur Virgílio";"1462";"2009-05-28";"2010-12-22"
"551";"Arthur Virgílio";"1448";"2009-04-07";"2010-12-22"
"551";"Arthur Virgílio";"445";"2009-07-14";"2009-08-25"
"551";"Arthur Virgílio";"1429";"2008-04-01";"2010-12-22"
"551";"Arthur Virgílio";"445";"2008-02-20";"2009-04-01"
"551";"Arthur Virgílio";"445";"2007-07-04";"2008-02-19"
"551";"Arthur Virgílio";"445";"2007-03-06";"2007-06-27"
"551";"Arthur Virgílio";"445";"2007-06-27";"2007-07-04"
"551";"Arthur Virgílio";"1382";"2009-05-27";"2010-11-09"
"551";"Arthur Virgílio";"1036";"2007-02-12";"2010-12-22"
"551";"Arthur Virgílio";"1363";"2009-03-10";"2010-12-22"
"551";"Arthur Virgílio";"1363";"2007-02-07";"2007-04-03"
"551";"Arthur Virgílio";"1307";"2007-02-06";"2007-02-14"
"551";"Arthur Virgílio";"1307";"2009-08-12";"2009-10-08"
"551";"Arthur Virgílio";"59";"2009-03-10";"2009-08-12"
"551";"Arthur Virgílio";"59";"2007-02-06";"2009-03-10"
"551";"Arthur Virgílio";"59";"2009-08-12";"2010-12-22"
"551";"Arthur Virgílio";"54";"2009-03-03";"2010-12-22"
"551";"Arthur Virgílio";"54";"2007-02-06";"2009-03-03"
"551";"Arthur Virgílio";"834";"2007-02-06";"2007-02-08"
"551";"Arthur Virgílio";"834";"2007-02-08";"2010-12-22"
"551";"Arthur Virgílio";"50";"2008-02-19";"2009-02-12"
"551";"Arthur Virgílio";"50";"2009-02-12";"2010-12-22"
"551";"Arthur Virgílio";"34";"2009-03-10";"2010-12-22"
"551";"Arthur Virgílio";"34";"2007-02-06";"2009-03-10"
"551";"Arthur Virgílio";"38";"2009-02-12";"2009-03-10"
"551";"Arthur Virgílio";"38";"2007-02-06";"2009-02-12"
"551";"Arthur Virgílio";"38";"2009-03-10";"2010-12-22"
"551";"Arthur Virgílio";"1362";"2006-12-07";"2007-01-31"
"551";"Arthur Virgílio";"1358";"2006-06-21";"2007-01-31"
"551";"Arthur Virgílio";"445";"2005-12-05";"2006-12-31"
"551";"Arthur Virgílio";"1335";"2005-08-10";"2005-11-16"
"551";"Arthur Virgílio";"1334";"2003-09-30";"2004-12-15"
"551";"Arthur Virgílio";"1312";"2005-06-28";"2005-06-30"
"551";"Arthur Virgílio";"1331";"2004-12-31";"2005-12-15"
"551";"Arthur Virgílio";"1328";"2005-08-10";"2007-01-31"
"551";"Arthur Virgílio";"1314";"2005-05-09";"2006-10-16"
"551";"Arthur Virgílio";"1313";"2005-04-19";"2007-01-31"
"551";"Arthur Virgílio";"59";"2005-02-18";"2007-01-31"
"551";"Arthur Virgílio";"54";"2005-02-18";"2007-01-31"
"551";"Arthur Virgílio";"834";"2005-10-28";"2007-01-31"
"551";"Arthur Virgílio";"834";"2005-02-18";"2005-10-28"
"551";"Arthur Virgílio";"50";"2005-02-18";"2007-01-31"
"551";"Arthur Virgílio";"34";"2005-02-18";"2007-01-31"
"551";"Arthur Virgílio";"40";"2005-02-18";"2005-03-04"
"551";"Arthur Virgílio";"38";"2005-02-18";"2006-01-24"
"551";"Arthur Virgílio";"38";"2006-01-24";"2007-01-31"
"551";"Arthur Virgílio";"1220";"2004-10-19";"2005-02-17"
"551";"Arthur Virgílio";"1271";"2004-07-01";"2004-07-31"
"551";"Arthur Virgílio";"1260";"2005-10-24";"2005-12-07"
"551";"Arthur Virgílio";"1260";"2005-08-10";"2005-10-18"
"551";"Arthur Virgílio";"1258";"2003-10-09";"2004-12-14"
"551";"Arthur Virgílio";"1256";"2003-12-03";"2004-12-03"
"551";"Arthur Virgílio";"449";"2010-12-14";"2012-03-28"
"551";"Arthur Virgílio";"768";"2010-12-14";"2011-02-01"
"551";"Arthur Virgílio";"445";"2003-03-13";"2005-11-24"
"551";"Arthur Virgílio";"1177";"2003-12-04";"2005-08-10"
"551";"Arthur Virgílio";"1094";"2003-11-20";"2004-12-15"
"551";"Arthur Virgílio";"994";"2003-06-18";"2004-12-27"
"551";"Arthur Virgílio";"934";"2004-07-08";"2004-07-13"
"551";"Arthur Virgílio";"815";"2003-12-19";"2004-05-18"
"551";"Arthur Virgílio";"1074";"2003-08-25";"2005-02-17"
"551";"Arthur Virgílio";"1036";"2003-08-21";"2005-02-17"
"551";"Arthur Virgílio";"50";"2003-05-15";"2005-02-17"
"551";"Arthur Virgílio";"385";"2003-03-26";"2005-02-17"
"551";"Arthur Virgílio";"34";"2003-09-04";"2005-02-17"
"551";"Arthur Virgílio";"34";"2003-03-19";"2003-08-15"
"551";"Arthur Virgílio";"59";"2003-05-15";"2005-02-17"
"551";"Arthur Virgílio";"54";"2003-02-19";"2005-02-17"
"551";"Arthur Virgílio";"40";"2003-07-14";"2005-02-17"
"551";"Arthur Virgílio";"47";"2003-02-19";"2005-02-17"
"4983";"Assis Gurgacz";"34";"2012-07-04";"2012-10-29"
"4983";"Assis Gurgacz";"38";"2012-07-04";"2012-10-29"
"4983";"Assis Gurgacz";"1306";"2012-07-04";"2012-10-29"
"4983";"Assis Gurgacz";"59";"2012-07-04";"2012-10-29"
"4983";"Assis Gurgacz";"50";"2012-07-04";"2012-10-29"
"5164";"Ataídes Oliveira";"1530";"2011-05-19";"2011-09-01"
"5164";"Ataídes Oliveira";"1819";"2014-06-09";"2014-06-28"
"5164";"Ataídes Oliveira";"1841";"2014-09-03";"2014-09-22"
"5164";"Ataídes Oliveira";"2073";"2017-02-14";"2018-08-06"
"5164";"Ataídes Oliveira";"1770";"2014-02-05";"2014-02-24"
"5164";"Ataídes Oliveira";"1849";"2014-11-04";"2014-11-23"
"5164";"Ataídes Oliveira";"1816";"2014-06-02";"2014-06-21"
"5164";"Ataídes Oliveira";"1809";"2014-05-15";"2014-06-04"
"5164";"Ataídes Oliveira";"1792";"2014-03-25";"2014-04-13"
"5164";"Ataídes Oliveira";"1826";"2014-07-02";"2014-07-21"
"5164";"Ataídes Oliveira";"1840";"2014-08-18";"2014-09-07"
"5164";"Ataídes Oliveira";"1834";"2014-07-03";"2014-07-22"
"5164";"Ataídes Oliveira";"1705";"2013-08-06";"2013-08-25"
"5164";"Ataídes Oliveira";"1839";"2014-08-18";"2014-09-07"
"5164";"Ataídes Oliveira";"1828";"2014-07-02";"2014-07-21"
"5164";"Ataídes Oliveira";"1843";"2014-10-08";"2014-10-27"
"5164";"Ataídes Oliveira";"1800";"2014-04-15";"2014-05-03"
"5164";"Ataídes Oliveira";"1851";"2014-11-20";"2014-12-09"
"5164";"Ataídes Oliveira";"1811";"2014-05-19";"2014-06-08"
"5164";"Ataídes Oliveira";"1823";"2014-07-01";"2014-07-20"
"5164";"Ataídes Oliveira";"1766";"2014-02-05";"2014-02-24"
